EmployeeKey,ParentEmployeeKey,FirstName,LastName,Title,HireDate,BirthDate,EmailAddress,Phone,EmergencyContactName,EmergencyContactPhone,Gender,PayFrequency,BaseRate,VacationHours,DepartmentName,StartDate,Status,SalaryStatus,IsSalesPerson,IsMarried
131,9,Jason,Carlson,Sales Store Manager,1999-02-23,1966-02-06,dan1@contoso.com,653-555-0144,Ty Carlson,653-555-0144,Male,2,25.0,66,Information Services,1999-02-23,Current,Salaried,No,Yes
132,9,Chris,Preston,Sales Store Manager,1999-02-24,1969-10-26,mark1@contoso.com,417-555-0154,Jeff Price,417-555-0154,Male,1,25.0,19,Production,1999-02-24,Current,Not Salaried,No,No
133,9,Fernando,Caro,Sales Store Manager,1999-02-25,1974-10-22,bryan1@contoso.com,935-555-0199,Rob Caron,935-555-0199,Male,2,25.0,62,Finance,1999-02-25,Current,Not Salaried,No,No
134,9,Vishwa,Ranjan,Sales Store Manager,1999-02-26,1961-09-30,houman0@contoso.com,180-555-0136,Markus Rankenburg,180-555-0136,Male,1,25.0,3,Production,1999-02-26,Current,Not Salaried,No,Yes
135,9,Chase,Carpenter,Sales Store Manager,1999-02-27,1978-01-22,sairaj0@contoso.com,500-555-0159,Adam Carter,500-555-0159,Male,2,25.0,46,Production Control,1999-02-27,Current,Not Salaried,No,Yes
136,9,Arvind,Rao,Sales Store Manager,1999-02-27,1972-07-28,michiko0@contoso.com,984-555-0148,Rui Raposo,984-555-0148,Male,1,25.0,44,Production,1999-02-27,Current,Not Salaried,No,No
137,9,Carlos,Carvallo,Sales Store Manager,1999-02-28,1976-02-06,benjamin0@contoso.com,533-555-0111,Rob Cason,533-555-0111,Male,1,25.0,28,Production,1999-02-28,Current,Not Salaried,No,No
138,9,Morten,Rasmussen,Sales Store Manager,1999-02-28,1971-09-19,cynthia0@contoso.com,352-555-0138,Andrew Rath,352-555-0138,Female,2,25.0,69,Production,1999-02-28,Current,Not Salaried,No,No
139,9,Gitte,Casparij,Sales Store Manager,1999-02-28,1980-12-02,kathie0@contoso.com,446-555-0118,Joao Casqueiro,446-555-0118,Female,1,25.0,87,Production,1999-02-28,Current,Not Salaried,No,Yes
140,9,Mike,Ray,Sales Store Manager,1999-03-02,1979-10-30,britta0@contoso.com,955-555-0169,Rodrigo Ready,955-555-0169,Female,1,25.0,14,Production,1999-03-02,Current,Not Salaried,No,Yes
141,9,Giorgio,Cavaglieri,Sales Store Manager,1999-03-02,1967-03-14,brian0@contoso.com,110-555-0182,Matt Cavallari,110-555-0182,Male,1,25.0,55,Production,1999-03-02,Current,Not Salaried,No,No
142,9,April,Reagan,Sales Store Manager,1999-03-03,1973-08-08,david6@contoso.com,646-555-0185,Jamie Reding,646-555-0185,Male,2,25.0,57,Finance,1999-03-03,Current,Salaried,No,Yes
143,9,Luisa,Cazzaniga,Sales Store Manager,1999-03-04,1966-02-06,LuisaC@contoso.com,615-555-0110,Ural Cebeci,615-555-0110,Female,2,25.0,0,Executive,1999-03-04,Current,Salaried,No,Yes
144,9,Barak,Regev,Sales Store Manager,1999-03-04,1966-02-06,BarakR@contoso.com,615-555-0110,Miles Reid,615-555-0110,Female,2,25.0,0,Executive,2003-12-15,Current,Salaried,No,Yes
145,9,Sean,Chai,Sales Store Manager,1999-03-04,1964-06-03,michael2@contoso.com,441-555-0195,Gareth Chan,441-555-0195,Male,1,25.0,98,Production,1999-03-04,Current,Not Salaried,No,No
146,9,Enoch,Remick,Sales Store Manager,1999-03-04,1973-11-20,andy0@contoso.com,118-555-0110,Olivier Renaud,118-555-0110,Male,1,25.0,39,Production,1999-03-04,Current,Not Salaried,No,Yes
147,9,Greg,Chapman,Sales Store Manager,1999-03-05,1967-05-08,yuhong0@contoso.com,965-555-0155,Mathew Charles,965-555-0155,Male,2,25.0,41,Production,1999-03-05,Current,Not Salaried,No,Yes
148,9,Bjorn,Rettig,Sales Store Manager,1999-03-06,1975-04-01,robert0@contoso.com,589-555-0147,Delphine Ribaute,589-555-0147,Male,1,25.0,82,Production,1999-03-06,Current,Not Salaried,No,No
149,9,Neil,Charney,Sales Store Manager,1999-03-06,1979-04-29,andreas0@contoso.com,181-555-0124,Mohammad Chami,181-555-0124,Male,2,25.0,84,Quality Assurance,1999-03-06,Current,Not Salaried,No,Yes
150,9,Don,Richardson,Sales Store Manager,1999-03-06,1979-02-09,reed0@contoso.com,678-555-0110,Shawn Richardson,678-555-0110,Male,1,25.0,23,Production,1999-03-06,Current,Not Salaried,No,Yes
151,9,Ankur,Chavda,Sales Store Manager,1999-03-07,1967-11-06,linda1@contoso.com,696-555-0157,Francisco Chaves,696-555-0157,Female,1,25.0,12,Production,1999-03-07,Current,Not Salaried,No,No
152,9,Wendy,Richardson,Sales Store Manager,1999-03-07,1973-02-07,james1@contoso.com,870-555-0122,Jack S. Richins,870-555-0122,Male,2,25.0,64,Production,1999-03-07,Current,Salaried,No,No
153,9,Aik,Chen,Sales Store Manager,1999-03-07,1978-04-14,ramesh0@contoso.com,182-555-0134,Jacky Chen,182-555-0134,Male,2,25.0,73,Information Services,1999-03-07,Current,Salaried,No,No
154,9,Anders,Riis,Sales Store Manager,1999-03-08,1974-04-26,stephanie0@contoso.com,594-555-0110,Bjarne Riis,594-555-0110,Female,2,25.0,68,Information Services,1999-03-08,Current,Salaried,No,No
155,9,Jeff,Chia,Sales Store Manager,1999-03-08,1977-12-23,samantha0@contoso.com,587-555-0114,Martin Chisholm,587-555-0114,Female,1,25.0,7,Production,1999-03-08,Current,Not Salaried,No,Yes
156,9,Titti,Ringstrom,Sales Store Manager,1999-03-09,1979-12-12,tawana0@contoso.com,368-555-0113,Juan-Carlos Rivas,368-555-0113,Male,1,25.0,50,Production,1999-03-09,Current,Not Salaried,No,No
157,9,Michal,Chmiela,Sales Store Manager,1999-03-09,1978-08-07,denise0@contoso.com,869-555-0119,Manish Chopra,869-555-0119,Female,1,25.0,9,Production,1999-03-09,Current,Not Salaried,No,Yes
158,9,John,Rodman,Sales Store Manager,1999-03-10,1967-05-19,hao0@contoso.com,806-555-0136,Scott Rockfeld,806-555-0136,Male,2,25.0,52,Human Resources,1999-03-10,Current,Not Salaried,No,No
159,9,Ray,Chow,Sales Store Manager,1999-03-12,1980-05-14,alex0@contoso.com,819-555-0198,Terri Chudzik,819-555-0198,Male,1,25.0,77,Production,1999-03-12,Current,Not Salaried,No,Yes
160,9,Don,Roessler,Sales Store Manager,1999-03-12,1966-03-13,eugene1@contoso.com,173-555-0179,Marek Rolecki,173-555-0179,Male,1,25.0,36,Production,1999-03-12,Current,Not Salaried,No,No
161,9,Alice,Ciccu,Sales Store Manager,1999-03-12,1967-02-11,brandon0@contoso.com,429-555-0137,Ken Circeo,429-555-0137,Male,1,25.0,22,Production,1999-03-12,Current,Not Salaried,No,Yes
162,9,Kelly,Rollin,Sales Store Manager,1999-03-12,1977-03-27,dylan0@contoso.com,181-555-0156,Daniel Roman,181-555-0156,Male,2,25.0,61,Research and Development,1999-03-12,Current,Salaried,No,Yes
163,9,Izak,Cohen,Sales Store Manager,1999-03-12,1980-06-24,shane0@contoso.com,810-555-0178,Pat Coleman,810-555-0178,Male,2,25.0,75,Production,1999-03-12,Current,Not Salaried,No,No
164,9,Daniel,Roth,Sales Store Manager,1999-03-13,1976-05-06,john2@contoso.com,201-555-0163,Tali Roth,201-555-0163,Male,1,25.0,18,Production,1999-03-13,Current,Not Salaried,No,Yes
165,9,Aaron,Con,Sales Store Manager,1999-03-13,1966-01-25,karen0@contoso.com,746-555-0164,Peter Connelly,746-555-0164,Female,2,25.0,79,Document Control,1999-03-13,Current,Not Salaried,No,Yes
166,9,Pablo,Rovira Diez,Sales Store Manager,1999-03-14,1974-09-01,jose0@contoso.com,587-555-0115,Todd Rowe,587-555-0115,Male,1,25.0,20,Production,1999-03-14,Current,Not Salaried,No,Yes
167,9,Kevin,Cook,Sales Store Manager,1999-03-14,1976-04-21,mandar0@contoso.com,140-555-0132,Jeroen Cool,140-555-0132,Male,1,25.0,0,Production,1999-03-14,Current,Not Salaried,No,No
168,9,Erik,Rucker,Sales Store Manager,1999-03-14,1974-09-18,mikael0@contoso.com,309-555-0170,Raimonds Rudmanis,309-555-0170,Male,2,25.0,59,Purchasing,1999-03-14,Current,Not Salaried,No,No
169,9,Jim,Corbin,Sales Store Manager,1999-03-15,1968-07-27,sameer0@contoso.com,990-555-0172,Michel Cordani,990-555-0172,Male,1,25.0,4,Production,1999-03-15,Current,Not Salaried,No,Yes
170,9,Michael,Ruggiero,Sales Store Manager,1999-03-15,1967-03-18,dragan0@contoso.com,117-555-0185,Christian Rytt,117-555-0185,Male,2,25.0,63,Finance,1999-03-15,Current,Not Salaried,No,Yes
171,9,Cecilia,Cornejo,Sales Store Manager,1999-03-16,1978-11-18,carol0@contoso.com,609-555-0153,Eva Corets,609-555-0153,Female,1,25.0,45,Production,1999-03-16,Current,Not Salaried,No,Yes
172,9,Sharon,Salavaria,Sales Store Manager,1999-03-17,1963-09-05,rob1@contoso.com,238-555-0116,Raymond Sam,238-555-0116,Male,1,25.0,71,Production,1999-03-17,Current,Not Salaried,No,No
173,9,Robin,Counts,Sales Store Manager,1999-03-17,1961-07-14,don0@contoso.com,100-555-0174,Jack Creasey,100-555-0174,Male,1,25.0,88,Production,1999-03-17,Current,Not Salaried,No,Yes
174,9,Ken,Sánchez,Sales Store Manager,1999-03-17,1974-04-30,alan0@contoso.com,438-555-0172,Yolanda Sánchez,438-555-0172,Male,2,25.0,47,Production Control,1999-03-17,Current,Not Salaried,No,Yes
175,9,Ioan,Crisiarcu,Sales Store Manager,1999-03-18,1975-10-25,david7@contoso.com,118-555-0177,Grant Culbertson,118-555-0177,Male,1,25.0,29,Production,1999-03-18,Current,Not Salaried,No,Yes
176,9,Mandar,Samant,Sales Store Manager,1999-03-19,1980-11-07,baris0@contoso.com,164-555-0114,Prasanna Samarawickrama,164-555-0114,Male,1,25.0,72,Production,1999-03-19,Current,Not Salaried,No,No
177,9,Scott,Culp,Sales Store Manager,1999-03-19,1979-03-02,michael3@contoso.com,156-555-0199,Conor Cunningham,156-555-0199,Male,2,25.0,70,Production,1999-03-19,Current,Not Salaried,No,No
178,9,Patrick,Sands,Sales Store Manager,1999-03-19,1981-05-07,steve0@contoso.com,712-555-0170,Dubravka Salopek,712-555-0170,Male,1,25.0,31,Production,1999-03-19,Current,Not Salaried,No,No
179,9,Pawel,Czernek,Sales Store Manager,1999-03-20,1977-07-11,suchitra0@contoso.com,753-555-0129,Wojciech Czupta,753-555-0129,Female,1,25.0,15,Production,1999-03-20,Current,Not Salaried,No,Yes
180,9,Mark,Sargent,Sales Store Manager,1999-03-20,1968-06-19,karen1@contoso.com,654-555-0177,Esko Sario,654-555-0177,Female,2,25.0,74,Information Services,1999-03-20,Current,Salaried,No,No
181,9,Apurva,Dalia,Sales Store Manager,1999-03-20,1975-01-09,terrence0@contoso.com,110-555-0115,Ofer Daliot,110-555-0115,Male,1,25.0,13,Production,1999-03-20,Current,Not Salaried,No,No
182,9,Tihomir,Sasic,Sales Store Manager,1999-03-22,1966-02-04,barbara1@contoso.com,822-555-0145,Raman Sarin,822-555-0145,Female,2,25.0,58,Finance,1999-03-22,Current,Salaried,No,Yes
183,9,Jim,Daly,Sales Store Manager,1999-03-22,1980-09-04,chad0@contoso.com,559-555-0175,Ryan Danner,559-555-0175,Male,1,25.0,99,Production,1999-03-22,Current,Not Salaried,No,Yes
184,9,Michiyo,Sato,Sales Store Manager,1999-03-23,1967-10-15,rostislav0@contoso.com,751-555-0134,Naoki Sato,751-555-0134,Male,1,25.0,40,Production,1999-03-23,Current,Not Salaried,No,Yes
185,9,Mike,Danseglio,Sales Store Manager,1999-03-24,1959-10-19,belinda0@contoso.com,319-555-0126,Alex Darrow,319-555-0126,Female,1,25.0,83,Production,1999-03-24,Current,Not Salaried,No,No
186,9,Rimvydas,Saulis,Sales Store Manager,1999-03-24,1974-12-20,katie0@contoso.com,809-555-0133,Kazuki Sawanoi,809-555-0133,Female,2,25.0,42,Production,1999-03-24,Current,Not Salaried,No,No
187,9,Shannon,Dascher,Sales Store Manager,1999-03-25,1972-03-14,russell1@contoso.com,517-555-0122,Velimir Davidovski,517-555-0122,Male,1,25.0,24,Production,1999-03-25,Current,Not Salaried,No,Yes
188,9,George,Schaller,Sales Store Manager,1999-03-25,1973-07-23,jack0@contoso.com,552-555-0111,Gary Schare,552-555-0111,Male,2,25.0,68,Production,1999-03-25,Current,Not Salaried,No,No
189,9,Andrew,Davis,Sales Store Manager,1999-03-26,1978-10-08,andrew0@contoso.com,908-555-0159,Sara Davis,908-555-0159,Male,2,25.0,65,Production,1999-03-26,Current,Not Salaried,No,No
190,9,Rainer,Schiller,Sales Store Manager,1999-03-26,1976-05-10,nicole0@contoso.com,508-555-0129,Janet Schorr,508-555-0129,Female,1,25.0,67,Production,1999-03-26,Current,Not Salaried,No,Yes
191,9,Eric,Davison,Sales Store Manager,1999-03-27,1961-08-24,frank1@contoso.com,167-555-0139,Marlowe Dayley,167-555-0139,Male,1,25.0,10,Production,1999-03-27,Current,Not Salaried,No,No
192,9,Boris,Scholl,Sales Store Manager,1999-03-27,1970-06-29,peter1@contoso.com,310-555-0133,Thorsten Scholl,310-555-0133,Male,2,25.0,69,Information Services,1999-03-27,Current,Not Salaried,No,No
193,9,Denis,Dehenne,Sales Store Manager,1999-03-27,1964-10-06,anibal0@contoso.com,106-555-0120,Aidan Delaney,106-555-0120,Female,1,25.0,8,Production,1999-03-27,Current,Not Salaried,No,No
194,9,Andreas,Schou,Sales Store Manager,1999-03-28,1971-06-29,ken1@contoso.com,949-555-0174,Steve Schmidt,949-555-0174,Male,1,25.0,51,Production,1999-03-28,Current,Not Salaried,No,Yes
195,9,Axel,Delgado,Sales Store Manager,1999-03-29,1966-05-18,grant0@contoso.com,955-555-0131,Eduard Dell,955-555-0131,Male,2,25.0,66,Human Resources,1999-03-29,Current,Not Salaried,No,No
196,9,Miguel,Severino,Sales Store Manager,1999-03-29,1979-07-17,michael4@contoso.com,817-555-0186,James Seymour,817-555-0186,Male,1,25.0,94,Production,1999-03-29,Current,Not Salaried,No,No
197,10,Luca,Dellamore,Sales Store Manager,1999-03-30,1978-04-15,lionel0@contoso.com,450-555-0152,Stephen Deming,450-555-0152,Male,1,25.0,78,Production,1999-03-30,Current,Not Salaried,No,No
198,10,Jill,Shrader,Sales Store Manager,1999-03-30,1976-02-11,thomas0@contoso.com,278-555-0118,Shish Shridhar,278-555-0118,Male,1,25.0,37,Production,1999-03-30,Current,Not Salaried,No,Yes
199,10,Molly,Dempsey,Sales Store Manager,1999-03-30,1975-06-05,jimmy0@contoso.com,927-555-0168,Bruno Denuit,927-555-0168,Male,1,25.0,96,Shipping and Receiving,1999-03-30,Current,Not Salaried,No,Yes
200,10,Alexandre,Silva,Sales Store Manager,1999-03-30,1972-10-19,michael5@contoso.com,296-555-0121,Edmund Silva,296-555-0121,Male,1,25.0,35,Production,1999-03-30,Current,Not Salaried,No,Yes
201,10,Prashanth,Desai,Sales Store Manager,1999-03-30,1970-08-19,lori0@contoso.com,289-555-0196,Shane DeSeranno,289-555-0196,Female,2,25.0,76,Production,1999-03-30,Current,Not Salaried,No,No
202,10,Alex,Simmons,Sales Store Manager,1999-04-01,1964-09-21,arvind0@contoso.com,848-555-0163,Britta Simon,848-555-0163,Male,2,25.0,60,Purchasing,1999-04-01,Current,Not Salaried,No,Yes
203,10,Michael,DeVoe,Sales Store Manager,1999-04-01,1966-01-21,stefen0@contoso.com,165-555-0113,Craig Dewar,165-555-0113,Male,1,25.0,19,Production,1999-04-01,Current,Not Salaried,No,No
204,10,David,Simpson,Sales Store Manager,1999-04-01,1967-11-27,hazem0@contoso.com,869-555-0125,Katherine Simpson,869-555-0125,Male,2,25.0,80,Quality Assurance,1999-04-01,Current,Salaried,No,No
205,10,Cari,Dick,Sales Store Manager,1999-04-02,1969-04-09,janet0@contoso.com,393-555-0186,Holly Dickson,393-555-0186,Female,2,25.0,64,Finance,1999-04-02,Current,Not Salaried,No,Yes
206,10,Ashima,Singhal,Sales Store Manager,1999-04-03,1980-02-26,elizabeth0@contoso.com,318-555-0137,Soumya Singhi,318-555-0137,Female,1,25.0,5,Production,1999-04-03,Current,Not Salaried,No,Yes
207,10,Cliff,Didcock,Sales Store Manager,1999-04-03,1976-03-07,terry0@contoso.com,138-555-0118,Andrew Dixon,138-555-0118,Male,2,25.0,44,Marketing,1999-04-03,Current,Not Salaried,No,Yes
208,10,Bonnie,Skelly,Sales Store Manager,1999-04-04,1972-04-24,john3@contoso.com,663-555-0172,Morgan Skinner,663-555-0172,Male,1,25.0,27,Production,1999-04-04,Current,Not Salaried,No,No
209,10,Blaine,Dockter,Sales Store Manager,1999-04-04,1973-06-13,merav0@contoso.com,224-555-0187,Jane Dow,224-555-0187,Female,1,25.0,46,Production,1999-04-04,Current,Not Salaried,No,Yes
210,10,Egil,Skjold,Sales Store Manager,1999-04-04,1974-09-12,brian1@contoso.com,313-555-0196,Randy Slycord,313-555-0196,Male,2,25.0,48,Production Control,1999-04-04,Current,Not Salaried,No,Yes
211,10,Chris,Downs,Sales Store Manager,1999-04-05,1977-07-07,kitti0@contoso.com,785-555-0132,Patricia Doyle,785-555-0132,Female,1,25.0,89,Production,1999-04-05,Current,Not Salaried,No,No
212,10,Ben,Smith,Sales Store Manager,1999-04-06,1966-03-14,jay0@contoso.com,407-555-0165,Denise Smith,407-555-0165,Male,1,25.0,32,Production,1999-04-06,Current,Not Salaried,No,No
213,10,Jan,Dryml,Sales Store Manager,1999-04-06,1964-12-16,jan0@contoso.com,139-555-0131,Dominik Dubicki,139-555-0131,Male,1,25.0,30,Production,1999-04-06,Current,Not Salaried,No,No
214,10,Brian,Smith,Sales Store Manager,1999-04-06,1973-03-31,brenda0@contoso.com,142-555-0139,Derek Snyder,142-555-0139,Female,2,25.0,71,Production,1999-04-06,Current,Not Salaried,No,Yes
215,10,Bernard,Duerr,Sales Store Manager,1999-04-07,1978-10-26,andrew1@contoso.com,207-555-0192,Marina Dukhon,207-555-0192,Male,1,25.0,73,Production,1999-04-07,Current,Not Salaried,No,No
216,10,Lorrin,Smith-Bates,Sales Store Manager,1999-04-07,1977-06-26,chris1@contoso.com,575-555-0126,Tony Smith,575-555-0126,Male,2,25.0,75,Document Control,1999-04-07,Current,Not Salaried,No,Yes
217,10,Andrea,Dunker,Sales Store Manager,1999-04-08,1976-09-07,chris2@contoso.com,315-555-0144,Adrian Dumitrascu,315-555-0144,Male,1,25.0,16,Production,1999-04-08,Current,Not Salaried,No,No
218,10,Martin,Spona,Sales Store Manager,1999-04-08,1977-01-08,shelley0@contoso.com,991-555-0184,Christof Sprenger,991-555-0184,Female,1,25.0,14,Production,1999-04-08,Current,Not Salaried,No,No
219,10,Bart,Duncan,Sales Store Manager,1999-04-09,1978-06-11,gabe0@contoso.com,310-555-0117,Daniel Durrer,310-555-0117,Male,1,25.0,57,Production,1999-04-09,Current,Not Salaried,No,Yes
220,10,Jeff,Stammler,Sales Store Manager,1999-04-09,1969-08-01,mike0@contoso.com,927-555-0150,Jamie Stark,927-555-0150,Male,2,25.0,59,Finance,1999-04-09,Current,Salaried,No,No
221,10,Shelley,Dyck,Sales Store Manager,1999-06-04,1975-01-01,michael6@contoso.com,330-555-2568,Maria Dykstra,330-555-2568,Male,2,25.0,16,Research and Development,1999-06-04,Current,Salaried,No,Yes
222,10,Mark,Steele,Sales Store Manager,2000-01-03,1961-03-21,gary1@contoso.com,110-555-0112,Heidi Steen,110-555-0112,Male,2,25.0,86,Facilities and Maintenance,2000-01-03,Current,Salaried,No,Yes
223,10,Witold,Dyszkiewicz,Sales Store Manager,2000-01-04,1961-10-03,charles0@contoso.com,931-555-0118,Krittiya Eamsiri,931-555-0118,Male,1,25.0,27,Production,2000-01-04,Current,Not Salaried,No,No
224,10,Brad,Sutton,Sales Store Manager,2000-01-07,1976-10-23,ebru0@contoso.com,202-555-0187,Kern Sutton,202-555-0187,Male,1,25.0,93,Production,2000-01-07,Current,Not Salaried,No,No
225,10,Terry,Earls,Sales Store Manager,2000-01-12,1960-12-13,sylvester0@contoso.com,492-555-0174,Mads Ebdrup,492-555-0174,Male,1,25.0,4,Production,2000-01-12,Current,Not Salaried,No,Yes
226,10,Bernard,Tham,Sales Store Manager,2000-01-12,1961-01-23,brian2@contoso.com,730-555-0117,Ram Thirunavukkarasu,730-555-0117,Male,1,25.0,63,Production,2000-01-12,Current,Not Salaried,No,No
227,10,Josh,Edwards,Sales Store Manager,2000-01-18,1960-12-31,linda2@contoso.com,916-555-0165,Alexander Eggerer,916-555-0165,Female,2,25.0,56,Purchasing,2000-01-18,Current,Not Salaried,No,Yes
228,10,Sandhya,Thodla,Sales Store Manager,2000-01-19,1933-01-17,betsy0@contoso.com,405-555-0171,Tien Dung Thoi,405-555-0171,Female,1,25.0,99,Production,2000-01-19,Current,Not Salaried,No,No
229,10,Vladimir,Egorov,Sales Store Manager,2000-01-22,1961-09-27,magnus0@contoso.com,583-555-0182,Mohamed Elkugia,583-555-0182,Male,2,25.0,87,Facilities and Maintenance,2000-01-22,Current,Not Salaried,No,Yes
230,10,Iben,Thorell,Sales Store Manager,2000-01-23,1960-04-07,karan0@contoso.com,447-555-0186,Alicia Thornber,447-555-0186,Male,1,25.0,28,Production,2000-01-23,Current,Not Salaried,No,No
231,10,Patrick,Elliott,Sales Store Manager,2000-01-26,1976-10-20,mary1@contoso.com,283-555-0185,Heiko Elmsheuser,283-555-0185,Female,1,25.0,94,Production,2000-01-26,Current,Not Salaried,No,Yes
232,10,Justin,Thorp,Sales Store Manager,2000-01-26,1976-10-20,kevin2@contoso.com,555-555-0113,Steven Thorpe,555-555-0113,Male,1,25.0,90,Production,2000-01-26,Current,Not Salaried,No,No
233,10,Anil,Elson,Sales Store Manager,2000-01-30,1961-04-09,mihail0@contoso.com,733-555-0128,Terry Eminhizer,733-555-0128,Male,1,25.0,64,Production,2000-01-30,Current,Not Salaried,No,No
234,10,Danielle,Tiedt,Sales Store Manager,2000-02-02,1976-10-11,bonnie0@contoso.com,264-555-0150,Hung-Fu Ting,264-555-0150,Female,1,25.0,89,Production,2000-02-02,Current,Not Salaried,No,Yes
235,10,Michael,Entin,Sales Store Manager,2000-02-05,1960-12-25,fukiko0@contoso.com,520-555-0177,Alexei Eremenko,520-555-0177,Male,2,25.0,57,Purchasing,2000-02-05,Current,Not Salaried,No,Yes
236,10,Olinda,Turner,Sales Store Manager,2000-02-07,1961-11-23,hung-fu0@contoso.com,497-555-0181,Richard Turner,497-555-0181,Male,1,25.0,0,Production,2000-02-07,Current,Not Salaried,No,No
237,10,Ebru,Ersan,Sales Store Manager,2000-02-12,1932-12-30,gordon0@contoso.com,230-555-0144,Daniel Escapa,230-555-0144,Male,2,25.0,52,Purchasing,2000-02-12,Current,Not Salaried,No,Yes
238,10,Tjeerd,Veninga,Sales Store Manager,2000-02-13,1976-10-14,kimberly0@contoso.com,123-555-0167,Raja D. Venugopal,123-555-0167,Female,1,25.0,95,Production,2000-02-13,Current,Not Salaried,No,No
239,6,Modesto,Estrada,Sales Store Manager,2000-02-17,1933-01-14,kim1@contoso.com,208-555-0114,John Evans,208-555-0114,Female,1,25.0,24,Production,2000-02-17,Current,Not Salaried,No,Yes
240,6,Gregory,Verny,Sales Store Manager,2000-02-18,1961-01-03,sandeep0@contoso.com,166-555-0156,Giorgio Veronesi,166-555-0156,Male,1,25.0,65,Production,2000-02-18,Current,Not Salaried,No,No
241,6,Ken,Ewert,Sales Store Manager,2000-02-23,1943-06-01,prasanna0@contoso.com,129-555-0199,Sten Faerch,129-555-0199,Male,1,25.0,5,Production,2000-02-23,Current,Not Salaried,No,Yes
242,6,Peter,Villadsen,Sales Store Manager,2000-02-24,1942-06-13,frank2@contoso.com,163-555-0147,Aldis Vilums,163-555-0147,Male,2,25.0,58,Purchasing,2000-02-24,Current,Not Salaried,No,Yes
243,6,Antoine,Faisandier,Sales Store Manager,2000-02-25,1964-10-11,min0@contoso.com,590-555-0152,Maciej Fedorow,590-555-0152,Male,1,25.0,1,Production,2000-02-25,Current,Not Salaried,No,Yes
244,6,Florian,Voss,Sales Store Manager,2000-02-25,1933-01-08,eric1@contoso.com,680-555-0118,Rob Walters,680-555-0118,Male,1,25.0,60,Production,2000-02-25,Current,Not Salaried,No,Yes
246,6,Kelly,Weadock,Sales Store Manager,2000-02-28,1961-01-03,pat0@contoso.com,720-555-0158,Gregory Weber,720-555-0158,Male,1,25.0,89,Facilities and Maintenance,2000-02-28,Current,Not Salaried,No,No
247,6,Yaniv,Feinberg,Sales Store Manager,2000-03-01,1945-03-02,maciej0@contoso.com,237-555-0128,Walter Felhofer,237-555-0128,Male,1,25.0,30,Production,2000-03-01,Current,Not Salaried,No,No
248,6,Martin,Weber,Sales Store Manager,2000-03-03,1961-02-04,erin0@contoso.com,842-555-0158,Maira Wenzel,842-555-0158,Female,2,25.0,66,Purchasing,2000-03-03,Current,Not Salaried,No,No
249,6,Dan,Fennell,Sales Store Manager,2000-03-04,1976-10-11,patrick0@contoso.com,413-555-0124,Burke Fewel,413-555-0124,Male,1,25.0,96,Production,2000-03-04,Current,Not Salaried,No,No
250,6,Cindy,White,Sales Store Manager,2000-03-08,1942-04-03,frank3@contoso.com,203-555-0196,Jim Wickham,203-555-0196,Male,1,25.0,66,Production,2000-03-08,Current,Not Salaried,No,Yes
251,6,Franziska,Fiegler,Sales Store Manager,2000-03-08,1961-10-12,ed0@contoso.com,919-555-0140,Heinrich Fischer,919-555-0140,Male,1,25.0,25,Production,2000-03-08,Current,Not Salaried,No,No
252,6,Greg,Winston,Sales Store Manager,2000-03-11,1976-11-01,christopher0@contoso.com,153-555-0166,Rainer Witte,153-555-0166,Male,1,25.0,91,Production,2000-03-11,Current,Not Salaried,No,Yes
253,6,William,Flash,Sales Store Manager,2000-03-15,1964-01-24,patrick1@contoso.com,425-555-0117,Florence Flipo,425-555-0117,Male,1,25.0,61,Production,2000-03-15,Current,Not Salaried,No,Yes
254,6,Robin,Wood,Sales Store Manager,2000-03-16,1961-10-06,krishna0@contoso.com,491-555-0183,Joanna Yuan,491-555-0183,Male,1,25.0,2,Production,2000-03-16,Current,Not Salaried,No,No
255,6,Raymond,Fong,Sales Store Manager,2000-03-19,1960-08-31,lori1@contoso.com,295-555-0161,Olivier Fontana,295-555-0161,Female,1,25.0,90,Facilities and Maintenance,2000-03-19,Current,Not Salaried,No,Yes
256,6,Karin,Zimprich,Sales Store Manager,2000-03-23,1976-10-08,danielle0@contoso.com,500-555-0172,Erwin Zischka,500-555-0172,Female,1,25.0,97,Production,2000-03-23,Current,Not Salaried,No,No
257,6,Jeff,Ford,Sales Store Manager,2000-03-26,1933-01-05,sootha0@contoso.com,325-555-0137,Viggo Forde,325-555-0137,Male,2,25.0,85,Quality Assurance,2000-03-26,Current,Not Salaried,No,Yes
258,6,Aziz,Hassouneh,Sales Store Manager,2000-03-26,1963-10-07,michael7@contoso.com,582-555-0148,Satomi Hayakawa,582-555-0148,Male,1,25.0,26,Production,2000-03-26,Current,Not Salaried,No,No
259,6,Diane,Forsyth,Sales Store Manager,2000-03-26,1960-05-29,randy0@contoso.com,961-555-0122,Garth Fort,961-555-0122,Male,1,25.0,29,Production,2000-03-26,Current,Not Salaried,No,Yes
260,6,Arno,Harteveld,Sales Store Manager,2000-03-30,1976-10-29,john4@contoso.com,254-555-0114,Roger Harui,254-555-0114,Male,1,25.0,92,Production,2000-03-30,Current,Not Salaried,No,No
261,6,Soren,Francker,Sales Store Manager,2000-04-03,1963-09-30,jack1@contoso.com,521-555-0113,Jill Frank,521-555-0113,Male,1,25.0,62,Production,2000-04-03,Current,Not Salaried,No,No
